3. Pelayanan Sekuriti & Proteksi Keamanan,Keberadaan Satpam Dalam Banking Hall Yang Siap Dan Siaga,Keberadaan Satpam Dalam Banking Hall Yang Siap Dan Siaga Xyz
4. Pelayanan Teller,Waktu Antrian Di Teller Cepat,Waktu Antrian Di Teller Cepat Xyz
4. Pelayanan Teller,Sistem Antrian Yang Dilengkapi Dengan Nomor Antrian,Sistem Antrian Yang Dilengkapi Dengan Nomor Antrian Xyz
4. Pelayanan Teller,Layanan Yang Diberikan Teller Cepat,Layanan Yang Diberikan Teller Cepat Xyz
4. Pelayanan Teller,Jumlah Teller Di Kantor Cabang Mencukupi Pada Saat Jam Sibuk Meja Teller Tidak Ada Yang Kosong,Jumlah Teller Di Kantor Cabang Mencukupi Pada Saat Jam Sibuk Meja Teller Tidak Ada Yang Kosong Xyz
4. Pelayanan Teller,Tellernya Berpenampilan Rapi Dan Menarik,Tellernya Berpenampilan Rapi Dan Menarik Xyz
4. Pelayanan Teller,Akurat Dalam Melakukan Transaksi Tidak Salah Dalam Melakukan Transaksi,Akurat Dalam Melakukan Transaksi Tidak Salah Dalam Melakukan Transaksi Xyz
4. Pelayanan Teller,Kehandalan Sistem Komputer Untuk Teller Online,Kehandalan Sistem Komputer Untuk Teller Online Xyz
4. Pelayanan Teller,Teller Memiliki Pengetahuan Yang Memadai,Teller Memiliki Pengetahuan Yang Memadai Xyz
4. Pelayanan Teller,Teller Memberikan Edukasi Tentang Penggunaan E Channel Atm Mobile Banking Dll,Teller Memberikan Edukasi Tentang Penggunaan E Channel Atm Mobile Banking Dll Xyz
4. Pelayanan Teller,Tellernya Ramah Selama Melayani Tersenyum Dan Tidak Jutek Selama Melayani,Tellernya Ramah Selama Melayani Tersenyum Dan Tidak Jutek Selama Melayani Xyz
4. Pelayanan Teller,Tellernya Mengucapkan Salam Saat Menyambut Dan Mengakhiri Layanan,Tellernya Mengucapkan Salam Saat Menyambut Dan Mengakhiri Layanan Xyz
4. Pelayanan Teller,Tellernya Tidak Mengobrol Dengan Rekannya Petugas Bank Lain,Tellernya Tidak Mengobrol Dengan Rekannya Petugas Bank Lain Xyz
4. Pelayanan Teller,Menunjukkan Keinginan Untuk Membantu Nasabah Selalu Menanyakan Apalagi Yang Bisa Dibantu,Menunjukkan Keinginan Untuk Membantu Nasabah Selalu Menanyakan Apalagi Yang Bisa Dibantu Xyz
4. Pelayanan Teller,Teller Memperkenalkan Diri Menyebut Namanya Saat Menyambut Nasabah,Teller Memperkenalkan Diri Menyebut Namanya Saat Menyambut Nasabah Xyz
4. Pelayanan Teller,Memberikan Pelayanan Dengan Pendekatan Personal Menyebut Nama Nasabah,Memberikan Pelayanan Dengan Pendekatan Personal Menyebut Nama Nasabah Xyz
4. Pelayanan Teller,Tellernya Selalu Melakukan Validas Setelah Selesai Transaksi Di Teller,Tellernya Selalu Melakukan Validas Setelah Selesai Transaksi Di Teller Xyz
4. Pelayanan Teller,Memberikan Usaha Lebih Extra Effort Untuk Nasabahnya Membantu Mengecek Pengisian Slip Setoran Penarikan Pembayaran Verifikasi Konfirmasi Data Nasabah,Memberikan Usaha Lebih Extra Effort Untuk Nasabahnya Membantu Mengecek Pengisian Slip Setoran Penarikan Pembayaran Verifikasi Konfirmasi Data Nasabah Xyz
4. Pelayanan Teller,Terdapat Papan Nama Teller Di Area Meja Kerja Teller,Terdapat Papan Nama Teller Di Area Meja Kerja Teller Xyz
4. Pelayanan Teller,Terdapat Informasi Signage Transaksi Di Meja Kerja Teller,Terdapat Informasi Signage Transaksi Di Meja Kerja Teller Xyz
5. Pelayanan Customer Service (CS),Cs Ramah Selama Melayani Tersenyum Dan Tidak Jutek Selama Melayani,Cs Ramah Selama Melayani Tersenyum Dan Tidak Jutek Selama Melayani Xyz
5. Pelayanan Customer Service (CS),Jumlah Customer Service Yang Melayani Cukup Pada Saat Jam Sibuk Meja Cs Tidak Ada Yang Kosong,Jumlah Customer Service Yang Melayani Cukup Pada Saat Jam Sibuk Meja Cs Tidak Ada Yang Kosong Xyz
5. Pelayanan Customer Service (CS),Mengetahui Pengetahuan Yang Baik Tentang Produk Perbankan,Mengetahui Pengetahuan Yang Baik Tentang Produk Perbankan Xyz
5. Pelayanan Customer Service (CS),Memberikan Solusi Yang Tepat Terhadap Permasalahan Nasabah,Memberikan Solusi Yang Tepat Terhadap Permasalahan Nasabah Xyz
5. Pelayanan Customer Service (CS),Cepat Dalam Memberikan Layanan,Cepat Dalam Memberikan Layanan Xyz
5. Pelayanan Customer Service (CS),Teliti Dalam Memberikan Layanan,Teliti Dalam Memberikan Layanan Xyz
5. Pelayanan Customer Service (CS),Waktu Antrian Di Cs Cepat,Waktu Antrian Di Cs Cepat Xyz
5. Pelayanan Customer Service (CS),Cs Memiliki Kehandalan Sistem Komputer Di Meja Cs Online,Cs Memiliki Kehandalan Sistem Komputer Di Meja Cs Online Xyz
5. Pelayanan Customer Service (CS),Cs Memiliki Pengetahuan Dalam Menjawab Pertanyaan Nasabah Atau Pengetahuan Cs Ketika Menjelaskan Produk Kepada Nasabah,Cs Memiliki Pengetahuan Dalam Menjawab Pertanyaan Nasabah Atau Pengetahuan Cs Ketika Menjelaskan Produk Kepada Nasabah Xyz
5. Pelayanan Customer Service (CS),Cs Memiliki Pemahaman Terhadap Permintaan Permasalahan Nasabah,Cs Memiliki Pemahaman Terhadap Permintaan Permasalahan Nasabah Xyz
5. Pelayanan Customer Service (CS),Cs Memberikan Edukasi Tentang Penggunaan E Channel Atm Mobile Banking Dll,Cs Memberikan Edukasi Tentang Penggunaan E Channel Atm Mobile Banking Dll Xyz
5. Pelayanan Customer Service (CS),Cs Menjelaskan Proses Pembukaan Rekening Baru Dengan E Form Formulir Elektronik Dengan Baik,Cs Menjelaskan Proses Pembukaan Rekening Baru Dengan E Form Formulir Elektronik Dengan Baik Xyz
5. Pelayanan Customer Service (CS),Memberikan Informasi Yang Lengkap Dan Akurat,Memberikan Informasi Yang Lengkap Dan Akurat Xyz
5. Pelayanan Customer Service (CS),Tidak Mengobrol Dengan Rekan Kerja,Tidak Mengobrol Dengan Rekan Kerja Xyz
5. Pelayanan Customer Service (CS),Cs Berpenampilan Rapi Dan Menarik,Cs Berpenampilan Rapi Dan Menarik Xyz
5. Pelayanan Customer Service (CS),Menunjukkan Keinginan Untuk Membantu Nasabah,Menunjukkan Keinginan Untuk Membantu Nasabah Xyz
5. Pelayanan Customer Service (CS),Cs Mengucapkan Salam Saat Menyambut Dan Mengakhiri Layanan,Cs Mengucapkan Salam Saat Menyambut Dan Mengakhiri Layanan Xyz
5. Pelayanan Customer Service (CS),Cs Mengucapkan Terima Kasih Saat Mengakhiri Layanan,Cs Mengucapkan Terima Kasih Saat Mengakhiri Layanan Xyz
5. Pelayanan Customer Service (CS),Menginformasikan Produk Promo Dan Kebijakan Terbaru Kepada Nasabah Dengan Cara Yang Baik Disesuaikan Dengan Ketersediaan Waktu Nasabah,Menginformasikan Produk Promo Dan Kebijakan Terbaru Kepada Nasabah Dengan Cara Yang Baik Disesuaikan Dengan Ketersediaan Waktu Nasabah Xyz
5. Pelayanan Customer Service (CS),Cs Menawarkan Bantuan Lain Ketika Akan Mengakhiri Layanan,Cs Menawarkan Bantuan Lain Ketika Akan Mengakhiri Layanan Xyz
5. Pelayanan Customer Service (CS),Terdapat Papan Nama Cs Di Area Meja Kerja Cs,Terdapat Papan Nama Cs Di Area Meja Kerja Cs Xyz
5. Pelayanan Customer Service (CS),Terdapat Informasi Signage Terkait Status Transaksi Cs,Terdapat Informasi Signage Terkait Status Transaksi Cs Xyz
6. Pengalaman Layanan ATM,Mesin Atm Mudah Ditemui Dimana Mana,Mesin Atm Mudah Ditemui Dimana Mana Xyz
6. Pengalaman Layanan ATM,Ketersediaan Berbagai Jenis Atm Tunai Setor Tunai Non Tunai,Ketersediaan Berbagai Jenis Atm Tunai Setor Tunai Non Tunai Xyz
6. Pengalaman Layanan ATM,Fitur Fitur Yang Ada Di Mesin Atm Lengkap Pembayaran Berbagai Macam Tagihan Transfer Antar Bank Dan Pembelian,Fitur Fitur Yang Ada Di Mesin Atm Lengkap Pembayaran Berbagai Macam Tagihan Transfer Antar Bank Dan Pembelian Xyz
6. Pengalaman Layanan ATM,Antrian Di Mesin Atm Tidak Panjang,Antrian Di Mesin Atm Tidak Panjang Xyz
6. Pengalaman Layanan ATM,Saya Merasa Aman Ketika Bertransaksi Menggunakan Atm Karena Dilengkapi Dengan Cctv Ada Sekuriti,Saya Merasa Aman Ketika Bertransaksi Menggunakan Atm Karena Dilengkapi Dengan Cctv Ada Sekuriti Xyz
6. Pengalaman Layanan ATM,Mesin Atm Dapat Berfungsi Dengan Baik Ketika Akan Digunakan Tidak Sering Error Offline Struk Selalu Tersedia,Mesin Atm Dapat Berfungsi Dengan Baik Ketika Akan Digunakan Tidak Sering Error Offline Struk Selalu Tersedia Xyz
6. Pengalaman Layanan ATM,Mesin Atm Berada Di Lokasi Yang Aman Bukan Di Tempat Yang Sepi,Mesin Atm Berada Di Lokasi Yang Aman Bukan Di Tempat Yang Sepi Xyz
6. Pengalaman Layanan ATM,Ruangan Mesin At Mnya Nyaman Sejuk Bersih Wangi,Ruangan Mesin At Mnya Nyaman Sejuk Bersih Wangi Xyz
6. Pengalaman Layanan ATM,Menyediakan Atm Dengan Berbagai Pilihan Pecahan Nominal Rp 50 000 Rp 100 000,Menyediakan Atm Dengan Berbagai Pilihan Pecahan Nominal Rp 50 000 Rp 100 000 Xyz
6. Pengalaman Layanan ATM,Kartu Atm Dapat Digunakan Untuk Bertransaksi Dan Berbelanja,Kartu Atm Dapat Digunakan Untuk Bertransaksi Dan Berbelanja Xyz
6. Pengalaman Layanan ATM,Selalu Meminta Pin Setiap Kali Berganti Transaksi Untuk Menjamin Keamanan,Selalu Meminta Pin Setiap Kali Berganti Transaksi Untuk Menjamin Keamanan Xyz
6. Pengalaman Layanan ATM,Kartu Atm Bisa Digunakan Di Atm Bersama Dan Jaringan Atm Lainnya,Kartu Atm Bisa Digunakan Di Atm Bersama Dan Jaringan Atm Lainnya Xyz
6. Pengalaman Layanan ATM,Memiliki Alarm Yang Mengingatkan Jika Kartu Atm Belum Diambil Dari Mesin Atm,Memiliki Alarm Yang Mengingatkan Jika Kartu Atm Belum Diambil Dari Mesin Atm Xyz
6. Pengalaman Layanan ATM,Disediakan Nomor Call Center Di Mesin Atm Yang Bisa Dihubungi,Disediakan Nomor Call Center Di Mesin Atm Yang Bisa Dihubungi Xyz
6. Pengalaman Layanan ATM,Tersedia Tempat Sampah Di Bilik Atm,Tersedia Tempat Sampah Di Bilik Atm Xyz
6. Pengalaman Layanan ATM,Terdapat Tutup Pengaman Di Atas Tombol Keypad Untuk Menjaga Kerahasiaan Nasabah Saat Memasukkan Pin,Terdapat Tutup Pengaman Di Atas Tombol Keypad Untuk Menjaga Kerahasiaan Nasabah Saat Memasukkan Pin Xyz
6. Pengalaman Layanan ATM,Tersedia Informasi Untuk Lokasi Atm Terdekat,Tersedia Informasi Untuk Lokasi Atm Terdekat Xyz
6. Pengalaman Layanan ATM,Memiliki Persediaan Uang Yang Cukup,Memiliki Persediaan Uang Yang Cukup Xyz
7. Loyalitas Jangka Panjang,Ke Depannya Saya Pasti Akan Tetap Menggunakan Layanan Dari Bank Xyz,Ke Depannya Saya Pasti Akan Tetap Menggunakan Layanan Dari Bank Xyz
8. Digitalisasi & Akses Cabang (Tambahan),Ekspektasi/Persepsi Umum Digitalisasi,Bank Xyz Sudah Melakukan Proses Digitalisasi Layanan Cabang Dengan Baik
8. Digitalisasi & Akses Cabang (Tambahan),Kemudahan Memberikan Penilaian,Keberadaan Tablet Survey Di Cabang Xyz Memudahkan Saya Sebagai Nasabah Untuk Memberikan Penilaian Layanan Tim Cabang
8. Digitalisasi & Akses Cabang (Tambahan),Kemudahan Akses Fisik,Akses Ke Cabang Xyz Mudah
9. Durasi Antrian & Toleransi (Tambahan),Waktu Antri Teller Hari Ini (Menit),Berapa Lama Waktu Tunggu Antri Teller Anda Untuk Kunjungan Hari Ini Menit
9. Durasi Antrian & Toleransi (Tambahan),Batas Toleransi Antri Teller (Menit),Berapa Lamakah Waktu Tunggu Antri Teller Yang Anda Bisa Terima Toleransi Menit
9. Durasi Antrian & Toleransi (Tambahan),Waktu Antri CS Hari Ini (Menit),Berapa Lama Waktu Tunggu Antri Cs Anda Untuk Kunjungan Hari Ini Menit
9. Durasi Antrian & Toleransi (Tambahan),Batas Toleransi Antri CS (Menit),Berapa Lamakah Waktu Tunggu Antri Cs Yang Anda Bisa Terima Toleransi Menit
10. Kondisi Operasional Riil (Tambahan),Kebersihan & Kenyamanan Aktual,Kebersihan Dan Kenyamanan Area Banking Hall
10. Kondisi Operasional Riil (Tambahan),Jenis Layanan Terakhir,Jenis Layanan Teller Customer Service Cs Yang Saat Ini Baru Selesai Dialami Adalah
10. Kondisi Operasional Riil (Tambahan),Interaksi Staf Teratur,Ketika Anda Berkunjung Ke 0 Dengan Staf Siapa Anda Pernah Sering Bertemu Atau Berinteraksi Di 0 Tersebut
10. Kondisi Operasional Riil (Tambahan),Petunjuk Parkir A,Petunjuk Arah Parkir Untuk Nasabah Yang Jelas Dan Bersih Petunjuk Arah Tanda Tanda...101
10. Kondisi Operasional Riil (Tambahan),Petunjuk Parkir B,Petunjuk Arah Parkir Untuk Nasabah Yang Jelas Dan Bersih Petunjuk Arah Tanda Tanda...136
11. Varian Khusus / Pengukuran Cadangan,Memberikan Pelayanan Dengan Pendekatan Personal Menyebut Nama Nasabah 1,Memberikan Pelayanan Dengan Pendekatan Personal Menyebut Nama Nasabah Xyz 1
11. Varian Khusus / Pengukuran Cadangan,Ekspektasi Solusi Produk Tunggal,Bank Dengan Segala Produk Dan Fasilitas Yang Membuat Saya Merasa Cukup Dengan Menjadi Nasabah Satu Bank Saja Xyz 1
